rank,word,score,non_overlapping_word,non_overlapping_score
1,soare,90.64511220996577,linty,61.39368581209585
2,sared,88.85393685812096,noily,66.99429440852035
3,saner,88.61658425256752,moity,66.7029288702929
4,porae,88.55534423735261,silty,64.55077976416888
5,roate,88.05249144161279,shily,58.88702928870293
6,sater,87.73183720045645,noily,66.99429440852035
7,morae,87.5895777862305,silty,64.55077976416888
8,saine,87.3351084062381,porty,69.17268923545075
9,pareo,87.30581970330924,silty,64.55077976416888
10,oared,87.09205020920503,silty,64.55077976416888
11,raile,87.0532521871434,ponty,65.68581209585393
12,raine,87.00304298212248,souly,66.66451122099657
13,tared,86.40966146823888,soily,71.3952073031571
14,salet,86.30353746671739,porny,68.961962723469
15,oater,85.9699505515405,shily,58.88702928870293
16,paire,85.91936097375428,sonly,69.41232407759605
17,taler,85.78889311525296,noisy,65.46253328261696
18,caret,85.57322175732217,soily,71.3952073031571
19,raise,85.52149106124001,ponty,65.68581209585393
20,saned,85.36705971852416,roily,71.06314187904147
21,naieo,85.28794218333967,surly,64.31152529478888
22,parte,85.16279954355268,soily,71.3952073031571
23,raned,85.03499429440853,soily,71.3952073031571
24,parle,85.00228223659185,moity,66.7029288702929
25,pared,84.96690756941803,soily,71.3952073031571
26,maire,84.95359452263219,sonly,69.41232407759605
27,paren,84.95207303157093,soily,71.3952073031571
28,tarse,84.91327500950932,noily,66.99429440852035
29,samey,84.55800684670977,porin,68.00646633701027
30,sated,84.4823126664131,roily,71.06314187904147
31,carte,84.44922023583112,soily,71.3952073031571
32,paler,84.3461392164321,moity,66.7029288702929
33,carle,84.2887029288703,moity,66.7029288702929
34,cared,84.25332826169647,soily,71.3952073031571
35,carne,84.23849372384937,soily,71.3952073031571
36,later,84.19132750095093,noisy,65.46253328261696
37,potae,84.18372004564473,surly,64.31152529478888
38,rated,84.15024724229745,soily,71.3952073031571
39,marle,84.03651578546976,ponty,65.68581209585393
40,caner,84.01597565614303,soily,71.3952073031571
41,ratel,83.98022061620388,noisy,65.46253328261696
42,sayer,83.88664891593763,point,65.12400152149105
43,pater,83.84480791175352,soily,71.3952073031571
44,coate,83.78394826930392,surly,64.31152529478888
45,sored,83.68276911373147,laity,73.18638265500189
46,aired,83.66869532141499,sonly,69.41232407759605
47,sarge,83.66831494864967,noily,66.99429440852035
48,saice,83.58082921262837,porty,69.17268923545075
49,tiare,83.56219094712819,sonly,69.41232407759605
50,ranse,83.53860783567897,moity,66.7029288702929
51,sorel,83.5127424876379,panty,70.85697984024344
52,parse,83.47052111068847,noily,66.99429440852035
53,porey,83.44960060859643,saint,74.1821985545835
54,seria,83.44465576264739,ponty,65.68581209585393
55,taser,83.38988208444276,noily,66.99429440852035
56,canoe,83.28794218333968,silty,64.55077976416888
57,matey,83.28337771015595,solid,68.038037276531
58,ramie,83.27044503613541,sonly,69.41232407759605
59,manie,83.2126283758083,porty,69.17268923545075
60,cater,83.13122860403195,soily,71.3952073031571
61,bared,83.0988969189806,soily,71.3952073031571
62,soler,83.06200076074553,panty,70.85697984024344
63,mater,82.87904146063141,soily,71.3952073031571
64,dater,82.87219475085584,soily,71.3952073031571
65,sacre,82.8254089007227,noily,66.99429440852035
66,saute,82.81513883605935,roily,71.06314187904147
67,carse,82.7569418029669,noily,66.99429440852035
68,corey,82.73602130087485,saint,74.1821985545835
69,sager,82.71548117154812,noily,66.99429440852035
70,oaten,82.70559147965005,surly,64.31152529478888
71,maile,82.532521871434,porty,69.17268923545075
72,marse,82.50475465956637,noily,66.99429440852035
73,todea,82.49220235831115,surly,64.31152529478888
74,baler,82.47812856599467,moity,66.7029288702929
75,daine,82.4754659566375,porty,69.17268923545075
76,maleo,82.46976036515785,dirty,63.56143020159756
77,saber,82.43552681627996,noily,66.99429440852035
78,palet,82.41650817801445,corny,68.24838341574744
79,laser,82.29364777481932,moity,66.7029288702929
80,rased,82.25256751616584,noily,66.99429440852035
81,norie,81.98022061620388,salty,74.36059338151388
82,paise,81.96652719665272,corny,68.24838341574744
83,ramet,81.89197413465196,soily,71.3952073031571
84,manet,81.83415747432484,soily,71.3952073031571
85,laned,81.82655001901864,porty,69.17268923545075
86,roake,81.7112970711297,silty,64.55077976416888
87,tamer,81.70939520730316,soily,71.3952073031571
88,hared,81.66451122099659,soily,71.3952073031571
89,sabre,81.6424496006086,noily,66.99429440852035
90,strae,81.63255990871053,noily,66.99429440852035
91,baile,81.63027767211867,porty,69.17268923545075
92,tinea,81.62152909851655,souly,66.66451122099657
93,haole,81.5481171548117,dirty,63.56143020159756
94,salue,81.54203119056676,porty,69.17268923545075
95,saker,81.48193229364777,noily,66.99429440852035
96,stoae,81.48079117535185,nirly,63.8596424496006
97,paned,81.48003042982123,soily,71.3952073031571
98,toney,81.40547736782047,parid,73.19246861924685
99,early,81.36744009128945,point,65.12400152149105
100,arose,81.32217573221757,linty,61.39368581209585
101,panel,81.31000380372765,dorty,68.20007607455307
102,lader,81.30810193990109,moity,66.7029288702929
103,taper,81.30581970330925,soily,71.3952073031571
104,ariel,81.2963103841765,ponty,65.68581209585393
105,orate,81.28565994674781,shily,58.88702928870293
106,rance,81.2658805629517,soily,71.3952073031571
107,faire,81.2362114872575,sonly,69.41232407759605
108,caser,81.23354887790035,noily,66.99429440852035
109,serai,81.23088626854316,ponty,65.68581209585393
110,targe,81.22403955876759,soily,71.3952073031571
111,paled,81.09661468238875,corny,68.24838341574744
112,haler,81.04374286801065,moity,66.7029288702929
113,paseo,81.03651578546976,nirly,63.8596424496006
114,toner,81.00114111829593,daily,71.70673259794599
115,maise,81.00076074553063,porty,69.17268923545075
116,hoaed,80.99923925446939,silty,64.55077976416888
117,maser,80.98136173449981,noily,66.99429440852035
118,lated,80.94180296690757,porny,68.961962723469
119,laten,80.92696842906048,gorsy,64.4260174971472
120,samen,80.88931152529479,roily,71.06314187904147
121,raike,80.87257512362115,sonly,69.41232407759605
122,renay,80.8322556104983,solid,68.038037276531
123,seral,80.82731076454925,moity,66.7029288702929
124,gater,80.79041460631419,soily,71.3952073031571
125,caned,80.76645112209967,soily,71.3952073031571
126,poire,80.74819322936477,salty,74.36059338151388
127,samel,80.7341194370483,porty,69.17268923545075
128,mante,80.71015595283379,soily,71.3952073031571
129,sayed,80.63712438189427,porin,68.00646633701027
130,sayne,80.62228984404716,lirot,64.87219475085584
131,lamer,80.61316089767972,ponty,65.68581209585393
132,togae,80.61011791555725,surly,64.31152529478888
133,pated,80.59528337771016,soily,71.3952073031571
134,naled,80.58273107645493,porty,69.17268923545075
135,paten,80.58044883986307,soily,71.3952073031571
136,ramen,80.55724610117916,soily,71.3952073031571
137,hater,80.54241156333207,soily,71.3952073031571
138,maned,80.51426397869913,soily,71.3952073031571
139,lacey,80.48231266641308,porin,68.00646633701027
140,laide,80.46025104602509,porty,69.17268923545075
141,relay,80.4488398630658,point,65.12400152149105
142,sawer,80.44047166222899,noily,66.99429440852035
143,patel,80.42525675161659,corny,68.24838341574744
144,pareu,80.42411563332065,soily,71.3952073031571
145,teary,80.40966146823887,solid,68.038037276531
146,savey,80.36858120958539,porin,68.00646633701027
147,arsey,80.35488779003424,point,65.12400152149105
148,layer,80.3461392164321,point,65.12400152149105
149,rayle,80.34043362495245,point,65.12400152149105
150,farle,80.3191327500951,moity,66.7029288702929
151,rayed,80.30505895777863,point,65.12400152149105
152,rayne,80.29022441993153,solid,68.038037276531
153,fared,80.28375808292127,soily,71.3952073031571
154,noire,80.23430962343096,salty,74.36059338151388
155,padre,80.16850513503233,soily,71.3952073031571
156,raped,80.16850513503233,soily,71.3952073031571
157,tased,80.1403575503994,roily,71.06314187904147
158,pacey,80.13579307721567,solid,68.038037276531
159,snare,80.13236972232788,moity,66.7029288702929
160,large,80.12780524914415,moity,66.7029288702929
161,baser,80.07911753518448,noily,66.99429440852035
162,lacer,80.07797641688855,moity,66.7029288702929
163,ronte,80.05971852415368,daily,71.70673259794599
164,pilae,80.04640547736783,corny,68.24838341574744
165,solei,80.0460251046025,ranty,74.41194370483073
166,raced,80.03689615823507,soily,71.3952073031571
167,safer,80.03689615823507,noily,66.99429440852035
168,ravey,80.03651578546976,solid,68.038037276531
169,salep,80.0224419931533,corny,68.24838341574744
170,payer,79.9996196272347,solid,68.038037276531
171,liane,79.99467478128565,porty,69.17268923545075
172,porte,79.99163179916319,naily,72.16546215290984
173,taber,79.99125142639788,soily,71.3952073031571
174,arise,79.9699505515405,ponty,65.68581209585393
175,saver,79.96424496006085,noily,66.99429440852035
176,poney,79.96272346899963,marid,72.22670216812476
177,aurei,79.95321414986687,sonly,69.41232407759605
178,soave,79.91517687333588,nirly,63.8596424496006
179,loner,79.90490680867251,daisy,70.1749714720426
180,comae,79.89197413465196,silty,64.55077976416888
181,range,79.84937238493724,soily,71.3952073031571
182,stare,79.83529859262077,noily,66.99429440852035
183,satem,79.81627995435528,roily,71.06314187904147
184,soled,79.81247622670217,rainy,76.18410041841004
185,ailed,79.79840243438571,porty,69.17268923545075
186,pored,79.79573982502853,salty,74.36059338151388
187,pilea,79.79535945226323,corny,68.24838341574744
188,deray,79.79155572461012,point,65.12400152149105
189,moire,79.78242677824268,salty,74.36059338151388
190,parge,79.78128565994673,soily,71.3952073031571
191,toile,79.76987447698745,saury,74.25675161658425
192,namer,79.7527577025485,soily,71.3952073031571
193,barde,79.74971472042601,soily,71.3952073031571
194,torse,79.74210726511983,naily,72.16546215290984
195,pacer,79.73145682769113,soily,71.3952073031571
196,oaker,79.72004564473184,silty,64.55077976416888
197,cadie,79.69684290604793,sonly,69.41232407759605
198,carpe,79.68581209585393,soily,71.3952073031571
199,aider,79.66337010270064,sonly,69.41232407759605
200,mated,79.62951692658805,soily,71.3952073031571
201,baned,79.6120197793838,soily,71.3952073031571
202,slate,79.61087866108787,porny,68.961962723469
203,poley,79.57930772156713,sarin,77.06466337010269
204,rimae,79.52187143400533,sonly,69.41232407759605
205,minae,79.46405477367821,porty,69.17268923545075
206,cadre,79.45492582731077,soily,71.3952073031571
207,aiery,79.4031951312286,sound,62.96044123240776
208,slane,79.40015214910612,porty,69.17268923545075
209,aloed,79.38189425637125,nitry,61.90909090909091
210,alone,79.36705971852415,dirty,63.56143020159756
211,waney,79.34233548877901,solid,68.038037276531
212,leary,79.31342715861544,point,65.12400152149105
213,coney,79.24914416127805,parid,73.19246861924685
214,vaire,79.23507036896159,sonly,69.41232407759605
215,baled,79.2286040319513,porty,69.17268923545075
216,sable,79.22137694941043,porty,69.17268923545075
217,irate,79.2202358311145,sonly,69.41232407759605
218,madre,79.20273868391024,soily,71.3952073031571
219,sabed,79.1860022822366,roily,71.06314187904147
220,naice,79.17991631799163,porty,69.17268923545075
221,wared,79.17535184480792,soily,71.3952073031571
222,lager,79.1749714720426,moity,66.7029288702929
223,poler,79.1749714720426,saint,74.1821985545835
224,prate,79.16051730696083,soily,71.3952073031571
225,caper,79.14948649676683,soily,71.3952073031571
226,raged,79.13389121338912,soily,71.3952073031571
227,arled,79.10003803727653,moity,66.7029288702929
228,cored,79.08216051730696,salty,74.36059338151388
229,ramse,79.0756941802967,noily,66.99429440852035
230,lased,79.04412324077596,porty,69.17268923545075
231,sired,79.04412324077596,coaly,72.80448839863067
232,taker,79.0376569037657,soily,71.3952073031571
233,siren,79.02928870292887,coaly,72.80448839863067
234,manse,79.01787751996957,roily,71.06314187904147
235,danse,79.011030810194,roily,71.06314187904147
236,money,78.99695701787752,parid,73.19246861924685
237,earnt,78.98326359832635,soily,71.3952073031571
238,roted,78.97907949790795,naily,72.16546215290984
239,aimer,78.96842906047927,sonly,69.41232407759605
240,beray,78.89615823507037,solid,68.038037276531
241,paste,78.8934956257132,roily,71.06314187904147
242,ranke,78.88969189806011,soily,71.3952073031571
243,coley,78.86572841384557,sarin,77.06466337010269
244,sauce,78.85013313046787,roily,71.06314187904147
245,ceria,78.84404716622291,sonly,69.41232407759605
246,pager,78.82845188284519,soily,71.3952073031571
247,marge,78.81551920882464,soily,71.3952073031571
248,morne,78.81513883605933,salty,74.36059338151388
249,farse,78.7873716241917,noily,66.99429440852035
250,terai,78.78661087866108,sonly,69.41232407759605
251,realo,78.78585013313047,suint,60.423354887790026
252,macer,78.76569037656904,soily,71.3952073031571
253,faine,78.76492963103841,porty,69.17268923545075
254,retia,78.7409661468239,sonly,69.41232407759605
255,bated,78.72727272727272,soily,71.3952073031571
256,rathe,78.68238874096615,soily,71.3952073031571
257,diane,78.67554203119057,porty,69.17268923545075
258,morel,78.65994674781285,saint,74.1821985545835
259,ropey,78.65119817421072,saint,74.1821985545835
260,cameo,78.6424496006086,silty,64.55077976416888
261,moley,78.61354127044504,sarin,77.06466337010269
262,scrae,78.60897679726132,noily,66.99429440852035
263,doley,78.60669456066947,sarin,77.06466337010269
264,moner,78.59262076835299,salty,74.36059338151388
265,doner,78.58577405857741,salty,74.36059338151388
266,garde,78.5633320654241,soily,71.3952073031571
267,waler,78.55458349182199,moity,66.7029288702929
268,rione,78.54545454545455,salty,74.36059338151388
269,cagey,78.51920882464816,solid,68.038037276531
270,riley,78.49562571319893,santo,73.4290604792697
271,goier,78.4868771395968,salty,74.36059338151388
272,lande,78.47736782046405,porty,69.17268923545075
273,tamed,78.4598706732598,soily,71.3952073031571
274,crate,78.44693799923925,soily,71.3952073031571
275,rouet,78.43590718904527,naily,72.16546215290984
276,artel,78.42868010650437,noisy,65.46253328261696
277,nacre,78.42449600608596,soily,71.3952073031571
278,siler,78.42335488779003,moany,72.50209205020921
279,alter,78.41156333206543,noisy,65.46253328261696
280,roset,78.40129326740205,naily,72.16546215290984
281,cadet,78.31837200456448,soily,71.3952073031571
282,rahed,78.315329022442,soily,71.3952073031571
283,barye,78.2400152149106,solid,68.038037276531
284,ayrie,78.23925446937999,sound,62.96044123240776
285,toise,78.23811335108407,parly,74.18333967287941
286,crane,78.2362114872575,soily,71.3952073031571
287,moler,78.2092050209205,saint,74.1821985545835
288,saree,78.20387980220616,noily,66.99429440852035
289,caste,78.17991631799164,roily,71.06314187904147
290,noter,78.1597565614302,daily,71.70673259794599
291,poake,78.15633320654241,silty,64.55077976416888
292,lacet,78.14834537847089,porny,68.961962723469
293,share,78.1369341955116,noily,66.99429440852035
294,bayer,78.13160897679725,solid,68.038037276531
295,cager,78.11487257512363,soily,71.3952073031571
296,motey,78.11220996576645,sarin,77.06466337010269
297,boney,78.09471281856219,parid,73.19246861924685
298,lance,78.05743628756181,porty,69.17268923545075
299,taped,78.0562951692659,soily,71.3952073031571
300,water,78.0532521871434,soily,71.3952073031571
301,resay,78.04982883225561,point,65.12400152149105
302,laden,78.04374286801064,porty,69.17268923545075
303,galed,78.04222137694941,porty,69.17268923545075
304,monie,78.0414606314188,salty,74.36059338151388
305,tapen,78.0414606314188,soily,71.3952073031571
306,zaire,78.02700646633701,sonly,69.41232407759605
307,alien,78.0148345378471,porty,69.17268923545075
308,aline,78.0148345378471,porty,69.17268923545075
309,walie,78.00342335488779,porty,69.17268923545075
310,volae,78.00076074553063,dirty,63.56143020159756
311,tawer,77.99619627234691,soily,71.3952073031571
312,deary,77.99429440852035,point,65.12400152149105
313,cased,77.98402434385699,roily,71.06314187904147
314,laker,77.94142259414225,moity,66.7029288702929
315,bored,77.92772917459111,salty,74.36059338151388
316,sorta,77.91441612780525,liney,75.67059718524153
317,poena,77.91365538227464,silty,64.55077976416888
318,barge,77.9132750095093,soily,71.3952073031571
319,borne,77.91289463674401,salty,74.36059338151388
320,spaer,77.90756941802968,noily,66.99429440852035
321,raked,77.90034233548879,soily,71.3952073031571
322,alose,77.8855077976417,dirty,63.56143020159756
323,waite,77.86724990490681,sonly,69.41232407759605
324,olate,77.84899201217193,rindy,61.0570559147965
325,caber,77.83491821985547,soily,71.3952073031571
326,deair,77.83187523773297,sonly,69.41232407759605
327,soral,77.79954355268163,piney,75.32407759604412
328,haled,77.7942183339673,porty,69.17268923545075
329,borel,77.75770254849753,saint,74.1821985545835
330,toned,77.75161658425257,lairy,75.44693799923925
331,padle,77.74743248383415,corny,68.24838341574744
332,sonar,77.73221757322176,piley,74.94066184861164
333,mased,77.73183720045645,roily,71.06314187904147
334,pance,77.7109166983644,soily,71.3952073031571
335,doter,77.70102700646633,naily,72.16546215290984
336,boner,77.69037656903765,salty,74.36059338151388
337,anole,77.67820464054773,dirty,63.56143020159756
338,molie,77.6580448839863,ranty,74.41194370483073
339,dolie,77.65119817421073,ranty,74.41194370483073
340,gamey,77.61658425256752,solid,68.038037276531
341,corse,77.58577405857741,laity,73.18638265500189
342,soger,77.54431342715861,laity,73.18638265500189
343,gated,77.54089007227083,soily,71.3952073031571
344,taver,77.51996957017877,soily,71.3952073031571
345,tenia,77.5135032331685,souly,66.66451122099657
346,earst,77.50171167744388,noily,66.99429440852035
347,thrae,77.48992012171928,soily,71.3952073031571
348,prase,77.46823887409661,noily,66.99429440852035
349,derat,77.45758843666793,soily,71.3952073031571
350,tawie,77.4450361354127,sonly,69.41232407759605
351,aisle,77.43476607074933,porty,69.17268923545075
352,stale,77.4142259414226,porny,68.961962723469
353,toled,77.3682008368201,sarin,77.06466337010269
354,stane,77.36401673640168,roily,71.06314187904147
355,lamed,77.36363636363636,porty,69.17268923545075
356,moile,77.3613541270445,ranty,74.41194370483073
357,solar,77.34880182578928,piney,75.32407759604412
358,perai,77.34385697984024,sonly,69.41232407759605
359,morse,77.33358691517688,laity,73.18638265500189
360,atone,77.3309243058197,surly,64.31152529478888
361,dorse,77.3267402054013,laity,73.18638265500189
362,adore,77.31837200456448,silty,64.55077976416888
363,route,77.31190566755421,naily,72.16546215290984
364,hated,77.2928870292887,soily,71.3952073031571
365,cakey,77.28565994674781,solid,68.038037276531
366,sober,77.26435907189045,laity,73.18638265500189
367,pause,77.2358311144922,roily,71.06314187904147
368,gamer,77.21224800304299,soily,71.3952073031571
369,sawed,77.19094712818563,roily,71.06314187904147
370,posey,77.18029669075695,ranid,73.26055534423736
371,zonae,77.17611259033853,silty,64.55077976416888
372,roule,77.15138836059339,saint,74.1821985545835
373,saser,77.14263978699125,noily,66.99429440852035
374,bonie,77.13921643210347,salty,74.36059338151388
375,telia,77.13008748573603,porny,68.961962723469
376,loser,77.12248003042983,panty,70.85697984024344
377,spare,77.11449220235832,noily,66.99429440852035
378,rouen,77.10117915557247,salty,74.36059338151388
379,paeon,77.09775580068467,silty,64.55077976416888
380,layed,77.09661468238875,porin,68.00646633701027
381,brane,77.08178014454165,soily,71.3952073031571
382,rosed,77.08139977177635,laity,73.18638265500189
383,naker,77.08101939901103,soily,71.3952073031571
384,sarin,77.06466337010269,poley,79.57930772156713
385,trade,77.05819703309243,soily,71.3952073031571
386,cabre,77.0418410041841,soily,71.3952073031571
387,baste,77.02548497527577,roily,71.06314187904147
388,roany,77.0228223659186,siled,75.17383035374667
389,renal,77.00836820083683,moity,66.7029288702929
390,harem,76.99847850893877,soily,71.3952073031571
391,ourey,76.98706732597947,saint,74.1821985545835
392,gayer,76.94522632179536,solid,68.038037276531
393,blaer,76.90947128185623,moity,66.7029288702929
394,sarod,76.90262457208064,liney,75.67059718524153
395,lawer,76.89996196272347,moity,66.7029288702929
396,sonde,76.84670977558007,lairy,75.44693799923925
397,leany,76.84214530239635,roist,67.1974134651959
398,toaze,76.83339672879423,surly,64.31152529478888
399,based,76.82959300114112,roily,71.06314187904147
400,laced,76.82845188284519,porty,69.17268923545075
401,basen,76.81475846329403,roily,71.06314187904147
402,scare,76.81171548117155,noily,66.99429440852035
403,gaper,76.80867249904907,soily,71.3952073031571
404,poise,76.79535945226321,ranty,74.41194370483073
405,safed,76.7873716241917,roily,71.06314187904147
406,table,76.77710155952835,porny,68.961962723469
407,poser,76.77596044123241,laity,73.18638265500189
408,amore,76.771776340814,silty,64.55077976416888
409,moray,76.77063522251807,sined,75.55724610117916
410,payed,76.75009509319133,roist,67.1974134651959
411,peola,76.74286801065043,dirty,63.56143020159756
412,gored,76.7413465195892,salty,74.36059338151388
413,dance,76.73830353746672,soily,71.3952073031571
414,caneh,76.73069608216052,soily,71.3952073031571
415,ready,76.71624191707873,point,65.12400152149105
416,saved,76.7147204260175,roily,71.06314187904147
417,salve,76.71015595283377,porty,69.17268923545075
418,peaty,76.70635222518068,solid,68.038037276531
419,arsed,76.70102700646635,noily,66.99429440852035
420,hayer,76.69722327881324,solid,68.038037276531
421,parve,76.69341955116013,soily,71.3952073031571
422,hanse,76.68124762267021,roily,71.06314187904147
423,razet,76.67135793077216,soily,71.3952073031571
424,nosey,76.66641308482312,parid,73.19246861924685
425,oiler,76.6614682388741,sandy,71.19893495625713
426,honey,76.66032712057816,parid,73.19246861924685
427,slier,76.65462152909852,moany,72.50209205020921
428,trace,76.63826550019019,soily,71.3952073031571
429,peart,76.63294028147584,soily,71.3952073031571
430,maker,76.62913655382275,soily,71.3952073031571
431,daker,76.62228984404717,soily,71.3952073031571
432,boite,76.61962723469,saury,74.25675161658425
433,louie,76.60593381513884,ranty,74.41194370483073
434,tired,76.59984785089388,solan,74.08444275389883
435,ocrea,76.59604412324077,silty,64.55077976416888
436,pawer,76.55344237352605,soily,71.3952073031571
437,aesir,76.54089007227083,ponty,65.68581209585393
438,cause,76.52225180677064,roily,71.06314187904147
439,farce,76.51464435146444,soily,71.3952073031571
440,ronde,76.51464435146444,salty,74.36059338151388
441,goner,76.50399391403576,salty,74.36059338151388
442,named,76.50323316850513,soily,71.3952073031571
443,paced,76.48193229364777,soily,71.3952073031571
444,maneh,76.47850893875999,soily,71.3952073031571
445,oaked,76.47052111068848,silty,64.55077976416888
446,cosey,76.46671738303537,ranid,73.26055534423736
447,solde,76.46329402814759,rainy,76.18410041841004
448,oaken,76.45568657284139,silty,64.55077976416888
449,setal,76.45568657284139,porny,68.961962723469
450,royet,76.45378470901483,canid,68.9920121719285
451,oarer,76.44199315329023,silty,64.55077976416888
452,sonce,76.42677824267783,lairy,75.44693799923925
453,neral,76.4263978699125,moity,66.7029288702929
454,laver,76.42373526055533,moity,66.7029288702929
455,bagie,76.40928109547356,sonly,69.41232407759605
456,uraei,76.39292506656523,sonly,69.41232407759605
457,rokey,76.38303537466717,saint,74.1821985545835
458,raved,76.38265500190187,soily,71.3952073031571
459,loave,76.37466717383036,dirty,63.56143020159756
460,raven,76.36782046405477,soily,71.3952073031571
461,loure,76.36401673640168,saint,74.1821985545835
462,urate,76.35526816279955,soily,71.3952073031571
463,armet,76.34043362495245,soily,71.3952073031571
464,adret,76.33358691517687,soily,71.3952073031571
465,anile,76.32597945987067,porty,69.17268923545075
466,mahoe,76.31608976797261,silty,64.55077976416888
467,denay,76.30467858501332,roist,67.1974134651959
468,halse,76.29783187523773,porty,69.17268923545075
469,noise,76.2814758463294,party,74.34385697984024
470,fader,76.27843286420692,soily,71.3952073031571
471,holey,76.27691137314568,sarin,77.06466337010269
472,toyer,76.27120578166604,canid,68.9920121719285
473,noser,76.26207683529859,laity,73.18638265500189
474,honer,76.25599087105363,salty,74.36059338151388
475,reast,76.23507036896157,noily,66.99429440852035
476,bohea,76.22974515024725,silty,64.55077976416888
477,mosey,76.21453023963485,ranid,73.26055534423736
478,ravel,76.2126283758083,moity,66.7029288702929
479,rainy,76.18410041841004,soled,79.81247622670217
480,toper,76.13465195891975,naily,72.16546215290984
481,camel,76.13351084062381,porty,69.17268923545075
482,sadhe,76.13122860403195,roily,71.06314187904147
483,blare,76.11639406618487,moity,66.7029288702929
484,grate,76.1061240015215,soily,71.3952073031571
485,naped,76.09965766451123,soily,71.3952073031571
486,radge,76.08139977177633,soily,71.3952073031571
487,makie,76.07797641688855,sonly,69.41232407759605
488,paver,76.07721567135792,soily,71.3952073031571
489,slade,76.06580448839863,porty,69.17268923545075
490,ourie,76.03157093952073,salty,74.36059338151388
491,faery,76.01825789273488,solid,68.038037276531
492,noria,76.01597565614301,muley,70.02586534804108
493,eatin,75.99011030810193,souly,66.66451122099657
494,petar,75.98820844427539,soily,71.3952073031571
495,seamy,75.98820844427539,porin,68.00646633701027
496,parev,75.98022061620387,soily,71.3952073031571
497,carve,75.97984024343857,soily,71.3952073031571
498,tiler,75.97907949790795,soapy,72.8022061620388
499,repay,75.9657664511221,solid,68.038037276531
500,beira,75.9437048307341,sonly,69.41232407759605
501,caple,75.9353366298973,dorty,68.20007607455307
502,poled,75.92544693799924,sarin,77.06466337010269
503,delay,75.92126283758083,porin,68.00646633701027
504,fated,75.91213389121339,soily,71.3952073031571
505,maerl,75.91175351844808,ponty,65.68581209585393
506,novae,75.90224419931533,silty,64.55077976416888
507,denar,75.90034233548879,soily,71.3952073031571
508,caped,75.89996196272347,soily,71.3952073031571
509,antre,75.87942183339673,soily,71.3952073031571
510,taxer,75.85812095853937,soily,71.3952073031571
511,redia,75.85774058577405,sonly,69.41232407759605
512,serac,75.85317611259033,noily,66.99429440852035
513,trape,75.8398630658045,soily,71.3952073031571
514,coria,75.81627995435528,muley,70.02586534804108
515,doser,75.80334728033473,laity,73.18638265500189
516,conte,75.79117535184481,lairy,75.44693799923925
517,ragde,75.78470901483453,soily,71.3952073031571
518,mayed,75.78432864206923,porin,68.00646633701027
519,taken,75.77329783187524,soily,71.3952073031571
520,alure,75.75542031190567,moity,66.7029288702929
521,garbe,75.7451502472423,soily,71.3952073031571
522,meaty,75.74058577405859,solid,68.038037276531
523,trone,75.73488018257892,daily,71.70673259794599
524,valet,75.73221757322176,porny,68.961962723469
525,laude,75.72955496386459,porty,69.17268923545075
526,baker,75.72689235450741,soily,71.3952073031571
527,plate,75.72384937238495,corny,68.24838341574744
528,wanle,75.72384937238493,porty,69.17268923545075
529,aimed,75.7189045264359,sonly,69.41232407759605
530,psoae,75.7189045264359,nirly,63.8596424496006
531,resat,75.71586154431343,noily,66.99429440852035
532,shale,75.71586154431343,porty,69.17268923545075
533,macte,75.71205781666033,soily,71.3952073031571
534,lutea,75.69151768733359,porny,68.961962723469
535,waned,75.68847470521112,soily,71.3952073031571
536,maple,75.68314948649676,corny,68.24838341574744
537,ahole,75.68276911373145,dirty,63.56143020159756
538,irade,75.67516165842525,sonly,69.41232407759605
539,liney,75.67059718524153,sorta,77.91441612780525
540,reamy,75.65614302015976,solid,68.038037276531
541,learn,75.64473183720045,moity,66.7029288702929
542,yager,75.63294028147584,solid,68.038037276531
543,labne,75.63065804488399,porty,69.17268923545075
544,haute,75.62571319893496,soily,71.3952073031571
545,rouse,75.61962723469,laity,73.18638265500189
546,pagle,75.61430201597565,corny,68.24838341574744
547,taupe,75.60745530620008,soily,71.3952073031571
548,coned,75.59528337771016,lairy,75.44693799923925
549,haste,75.59109927729175,roily,71.06314187904147
550,mealy,75.58006846709776,porin,68.00646633701027
551,paged,75.57892734880183,soily,71.3952073031571
552,tarre,75.57702548497528,soily,71.3952073031571
553,tarte,75.57702548497528,soily,71.3952073031571
554,moria,75.56409281095475,cutey,69.77672118676303
555,pagne,75.56409281095473,soily,71.3952073031571
556,sined,75.55724610117916,moray,76.77063522251807
557,macle,75.5515405096995,porty,69.17268923545075
558,monte,75.53898820844428,lairy,75.44693799923925
559,meany,75.52985926207684,solid,68.038037276531
560,alder,75.5283377710156,moity,66.7029288702929
561,pavie,75.52605553442373,sonly,69.41232407759605
562,maced,75.51616584252568,soily,71.3952073031571
563,plane,75.5131228604032,dorty,68.20007607455307
564,cosie,75.51122099657664,ranty,74.41194370483073
565,toran,75.51046025104603,sidey,75.44313427158616
566,soyle,75.50133130467859,ranid,73.26055534423736
567,snore,75.4747052111069,laity,73.18638265500189
568,lathe,75.47394446557625,porny,68.961962723469
569,lapse,75.4636744009129,corny,68.24838341574744
570,facey,75.4526435907189,solid,68.038037276531
571,lairy,75.44693799923925,toned,77.75161658425257
572,sidey,75.44313427158616,toran,75.51046025104603
573,poted,75.42411563332067,sarin,77.06466337010269
